funcid,dim,milestone,error
23,30,1,6.840464e+02
23,30,2,6.348590e+02
23,30,3,6.348590e+02
23,30,5,6.044449e+02
23,30,10,5.905065e+02
23,30,20,5.784537e+02
23,30,30,5.663789e+02
23,30,40,5.455837e+02
23,30,50,5.430942e+02
23,30,60,5.315499e+02
23,30,70,5.136111e+02
23,30,80,5.136111e+02
23,30,90,5.136111e+02
23,30,100,5.136111e+02
23,30,1,7.055367e+02
23,30,2,6.714622e+02
23,30,3,6.714622e+02
23,30,5,6.527951e+02
23,30,10,6.121510e+02
23,30,20,5.851725e+02
23,30,30,5.851725e+02
23,30,40,5.660307e+02
23,30,50,5.660307e+02
23,30,60,5.463836e+02
23,30,70,5.463836e+02
23,30,80,5.206424e+02
23,30,90,5.206424e+02
23,30,100,5.206424e+02
23,30,1,6.831704e+02
23,30,2,6.344280e+02
23,30,3,6.031754e+02
23,30,5,6.031754e+02
23,30,10,5.914121e+02
23,30,20,5.914121e+02
23,30,30,5.914121e+02
23,30,40,5.774850e+02
23,30,50,5.774850e+02
23,30,60,5.774850e+02
23,30,70,5.774850e+02
23,30,80,5.675779e+02
23,30,90,5.675779e+02
23,30,100,5.675779e+02
23,30,1,7.115600e+02
23,30,2,6.607116e+02
23,30,3,6.332978e+02
23,30,5,6.332978e+02
23,30,10,6.332978e+02
23,30,20,6.176836e+02
23,30,30,6.131043e+02
23,30,40,5.763056e+02
23,30,50,5.763056e+02
23,30,60,5.763056e+02
23,30,70,5.570934e+02
23,30,80,5.475445e+02
23,30,90,5.475445e+02
23,30,100,5.475445e+02
23,30,1,6.992021e+02
23,30,2,6.332818e+02
23,30,3,5.752135e+02
23,30,5,5.752135e+02
23,30,10,5.752135e+02
23,30,20,5.692052e+02
23,30,30,5.692052e+02
23,30,40,5.644559e+02
23,30,50,5.644559e+02
23,30,60,5.596418e+02
23,30,70,5.521549e+02
23,30,80,5.435121e+02
23,30,90,5.435121e+02
23,30,100,5.435121e+02
