funcid,dim,milestone,error
27,10,1,4.270873e+02
27,10,2,4.161165e+02
27,10,3,4.069234e+02
27,10,5,4.032495e+02
27,10,10,4.021124e+02
27,10,20,4.016888e+02
27,10,30,4.016888e+02
27,10,40,3.999229e+02
27,10,50,3.967209e+02
27,10,60,3.967209e+02
27,10,70,3.953892e+02
27,10,80,3.948930e+02
27,10,90,3.948930e+02
27,10,100,3.948930e+02
27,10,1,4.881402e+02
27,10,2,4.208565e+02
27,10,3,4.145546e+02
27,10,5,4.052405e+02
27,10,10,4.005508e+02
27,10,20,4.005508e+02
27,10,30,4.004836e+02
27,10,40,3.999854e+02
27,10,50,3.984381e+02
27,10,60,3.983371e+02
27,10,70,3.981726e+02
27,10,80,3.981726e+02
27,10,90,3.981726e+02
27,10,100,3.981726e+02
27,10,1,4.593535e+02
27,10,2,4.122827e+02
27,10,3,4.039200e+02
27,10,5,3.996327e+02
27,10,10,3.993965e+02
27,10,20,3.957983e+02
27,10,30,3.955388e+02
27,10,40,3.955388e+02
27,10,50,3.949782e+02
27,10,60,3.949782e+02
27,10,70,3.943562e+02
27,10,80,3.940344e+02
27,10,90,3.940344e+02
27,10,100,3.940344e+02
27,10,1,4.643007e+02
27,10,2,4.154413e+02
27,10,3,4.041414e+02
27,10,5,3.976460e+02
27,10,10,3.974765e+02
27,10,20,3.965354e+02
27,10,30,3.960772e+02
27,10,40,3.960772e+02
27,10,50,3.957872e+02
27,10,60,3.957872e+02
27,10,70,3.957872e+02
27,10,80,3.953672e+02
27,10,90,3.953672e+02
27,10,100,3.953672e+02
27,10,1,4.697762e+02
27,10,2,4.186114e+02
27,10,3,4.046751e+02
27,10,5,4.046751e+02
27,10,10,4.015427e+02
27,10,20,4.005924e+02
27,10,30,3.977586e+02
27,10,40,3.952284e+02
27,10,50,3.952284e+02
27,10,60,3.952284e+02
27,10,70,3.948469e+02
27,10,80,3.942717e+02
27,10,90,3.942717e+02
27,10,100,3.942717e+02
27,10,1,4.196602e+02
27,10,2,4.113113e+02
27,10,3,4.041236e+02
27,10,5,4.013168e+02
27,10,10,3.988358e+02
27,10,20,3.980834e+02
27,10,30,3.980834e+02
27,10,40,3.980834e+02
27,10,50,3.980834e+02
27,10,60,3.980834e+02
27,10,70,3.980834e+02
27,10,80,3.969969e+02
27,10,90,3.969969e+02
27,10,100,3.969969e+02
27,10,1,4.516692e+02
27,10,2,4.125001e+02
27,10,3,4.014318e+02
27,10,5,4.014318e+02
27,10,10,4.011685e+02
27,10,20,3.972504e+02
27,10,30,3.956175e+02
27,10,40,3.956175e+02
27,10,50,3.956175e+02
27,10,60,3.955044e+02
27,10,70,3.954111e+02
27,10,80,3.954111e+02
27,10,90,3.954111e+02
27,10,100,3.954111e+02
27,10,1,4.098611e+02
27,10,2,4.080389e+02
27,10,3,4.043045e+02
27,10,5,4.007305e+02
27,10,10,3.976627e+02
27,10,20,3.976627e+02
27,10,30,3.976627e+02
27,10,40,3.976624e+02
27,10,50,3.969179e+02
27,10,60,3.966575e+02
27,10,70,3.960826e+02
27,10,80,3.954949e+02
27,10,90,3.954949e+02
27,10,100,3.954949e+02
27,10,1,5.044908e+02
27,10,2,4.279360e+02
27,10,3,4.100641e+02
27,10,5,4.065355e+02
27,10,10,4.007865e+02
27,10,20,3.978861e+02
27,10,30,3.978861e+02
27,10,40,3.974517e+02
27,10,50,3.972109e+02
27,10,60,3.961120e+02
27,10,70,3.961120e+02
27,10,80,3.961120e+02
27,10,90,3.961120e+02
27,10,100,3.961120e+02
27,10,1,4.598760e+02
27,10,2,4.070518e+02
27,10,3,4.025357e+02
27,10,5,4.001411e+02
27,10,10,3.968812e+02
27,10,20,3.963682e+02
27,10,30,3.963682e+02
27,10,40,3.951336e+02
27,10,50,3.951336e+02
27,10,60,3.946945e+02
27,10,70,3.941814e+02
27,10,80,3.941814e+02
27,10,90,3.941814e+02
27,10,100,3.941814e+02
