funcid,dim,milestone,error
24,10,1,3.863305e+02
24,10,2,2.133292e+02
24,10,3,2.013716e+02
24,10,5,1.903627e+02
24,10,10,1.642729e+02
24,10,20,1.587587e+02
24,10,30,1.545383e+02
24,10,40,1.545383e+02
24,10,50,1.545054e+02
24,10,60,1.542746e+02
24,10,70,1.539255e+02
24,10,80,1.427748e+02
24,10,90,1.427748e+02
24,10,100,1.427748e+02
24,10,1,4.118668e+02
24,10,2,3.992249e+02
24,10,3,3.831405e+02
24,10,5,3.812894e+02
24,10,10,3.732376e+02
24,10,20,3.728072e+02
24,10,30,3.719212e+02
24,10,40,3.719212e+02
24,10,50,3.719212e+02
24,10,60,3.646347e+02
24,10,70,3.620725e+02
24,10,80,3.607040e+02
24,10,90,3.607040e+02
24,10,100,3.607040e+02
24,10,1,3.994975e+02
24,10,2,3.994975e+02
24,10,3,3.968658e+02
24,10,5,3.868224e+02
24,10,10,3.764606e+02
24,10,20,3.764606e+02
24,10,30,3.764606e+02
24,10,40,3.764606e+02
24,10,50,3.764606e+02
24,10,60,3.764606e+02
24,10,70,3.732622e+02
24,10,80,3.615695e+02
24,10,90,3.615695e+02
24,10,100,3.615695e+02
24,10,1,4.183465e+02
24,10,2,3.338295e+02
24,10,3,2.248770e+02
24,10,5,1.785862e+02
24,10,10,1.293566e+02
24,10,20,1.266968e+02
24,10,30,1.237205e+02
24,10,40,1.199490e+02
24,10,50,1.173910e+02
24,10,60,1.173910e+02
24,10,70,1.163613e+02
24,10,80,1.150054e+02
24,10,90,1.150054e+02
24,10,100,1.150054e+02
24,10,1,4.288309e+02
24,10,2,4.138933e+02
24,10,3,3.754645e+02
24,10,5,3.754645e+02
24,10,10,3.689739e+02
24,10,20,3.689739e+02
24,10,30,3.689739e+02
24,10,40,3.614310e+02
24,10,50,3.614310e+02
24,10,60,3.614310e+02
24,10,70,3.614310e+02
24,10,80,3.543701e+02
24,10,90,3.543701e+02
24,10,100,3.543701e+02
24,10,1,4.233727e+02
24,10,2,3.957942e+02
24,10,3,3.947506e+02
24,10,5,3.808298e+02
24,10,10,3.731653e+02
24,10,20,3.731653e+02
24,10,30,3.731653e+02
24,10,40,3.731653e+02
24,10,50,3.685997e+02
24,10,60,3.666931e+02
24,10,70,3.666931e+02
24,10,80,3.526808e+02
24,10,90,3.526808e+02
24,10,100,3.526808e+02
24,10,1,4.503417e+02
24,10,2,3.747009e+02
24,10,3,3.747009e+02
24,10,5,3.747009e+02
24,10,10,3.699091e+02
24,10,20,3.647594e+02
24,10,30,3.618668e+02
24,10,40,3.617970e+02
24,10,50,3.617970e+02
24,10,60,3.602932e+02
24,10,70,3.541804e+02
24,10,80,3.497438e+02
24,10,90,3.497438e+02
24,10,100,3.497438e+02
24,10,1,4.262713e+02
24,10,2,3.804480e+02
24,10,3,3.804480e+02
24,10,5,3.754784e+02
24,10,10,3.754784e+02
24,10,20,3.670689e+02
24,10,30,3.619770e+02
24,10,40,3.619770e+02
24,10,50,3.619770e+02
24,10,60,3.619770e+02
24,10,70,3.615772e+02
24,10,80,3.609194e+02
24,10,90,3.609194e+02
24,10,100,3.609194e+02
24,10,1,4.412438e+02
24,10,2,3.975216e+02
24,10,3,3.845773e+02
24,10,5,3.806490e+02
24,10,10,3.800304e+02
24,10,20,3.788951e+02
24,10,30,3.617021e+02
24,10,40,3.617021e+02
24,10,50,3.617021e+02
24,10,60,3.617021e+02
24,10,70,3.617021e+02
24,10,80,3.573475e+02
24,10,90,3.573475e+02
24,10,100,3.573475e+02
24,10,1,4.202082e+02
24,10,2,3.911283e+02
24,10,3,3.793940e+02
24,10,5,3.793940e+02
24,10,10,3.699179e+02
24,10,20,3.699179e+02
24,10,30,3.650349e+02
24,10,40,3.650349e+02
24,10,50,3.623015e+02
24,10,60,3.623015e+02
24,10,70,3.623015e+02
24,10,80,3.577553e+02
24,10,90,3.577553e+02
24,10,100,3.577553e+02
