funcid,dim,milestone,error
12,10,1,2.184738e+08
12,10,2,4.173374e+07
12,10,3,4.024238e+07
12,10,5,4.024238e+07
12,10,10,8.287208e+06
12,10,20,8.287208e+06
12,10,30,3.913771e+06
12,10,40,3.913771e+06
12,10,50,3.913771e+06
12,10,60,3.760915e+06
12,10,70,2.954754e+06
12,10,80,2.954754e+06
12,10,90,2.954754e+06
12,10,100,2.954754e+06
12,10,1,1.399956e+08
12,10,2,8.996695e+06
12,10,3,8.996695e+06
12,10,5,3.544541e+06
12,10,10,3.544541e+06
12,10,20,8.158263e+05
12,10,30,3.348225e+05
12,10,40,3.348225e+05
12,10,50,3.348225e+05
12,10,60,2.173859e+05
12,10,70,2.173859e+05
12,10,80,2.173859e+05
12,10,90,2.173859e+05
12,10,100,2.173859e+05
12,10,1,2.488296e+08
12,10,2,6.390424e+07
12,10,3,3.499021e+07
12,10,5,4.982882e+06
12,10,10,1.401026e+06
12,10,20,8.027137e+05
12,10,30,8.027137e+05
12,10,40,6.948429e+05
12,10,50,6.948429e+05
12,10,60,6.948429e+05
12,10,70,5.315643e+05
12,10,80,2.019459e+05
12,10,90,2.019459e+05
12,10,100,2.019459e+05
12,10,1,1.776304e+08
12,10,2,1.068841e+08
12,10,3,3.302796e+07
12,10,5,1.079575e+07
12,10,10,4.951871e+06
12,10,20,1.567558e+06
12,10,30,1.567558e+06
12,10,40,1.567558e+06
12,10,50,1.567558e+06
12,10,60,1.152046e+06
12,10,70,6.633256e+05
12,10,80,6.633256e+05
12,10,90,6.633256e+05
12,10,100,6.633256e+05
12,10,1,2.984280e+08
12,10,2,4.619784e+07
12,10,3,4.530536e+07
12,10,5,2.738274e+07
12,10,10,1.422605e+07
12,10,20,9.279831e+06
12,10,30,5.455620e+06
12,10,40,4.781986e+06
12,10,50,4.651652e+06
12,10,60,3.245370e+06
12,10,70,2.489140e+06
12,10,80,2.489140e+06
12,10,90,2.489140e+06
12,10,100,2.489140e+06
12,10,1,2.696440e+08
12,10,2,6.513982e+07
12,10,3,6.513982e+07
12,10,5,2.149684e+07
12,10,10,2.149684e+07
12,10,20,3.404460e+06
12,10,30,2.540351e+06
12,10,40,2.540351e+06
12,10,50,2.023129e+06
12,10,60,2.023129e+06
12,10,70,1.621335e+06
12,10,80,7.893302e+05
12,10,90,7.893302e+05
12,10,100,7.893302e+05
12,10,1,5.290029e+08
12,10,2,1.375294e+08
12,10,3,1.949456e+07
12,10,5,1.520471e+07
12,10,10,1.520471e+07
12,10,20,7.084762e+06
12,10,30,1.858021e+06
12,10,40,1.858021e+06
12,10,50,1.575605e+06
12,10,60,1.575605e+06
12,10,70,1.575605e+06
12,10,80,1.575605e+06
12,10,90,1.575605e+06
12,10,100,1.575605e+06
12,10,1,6.699981e+08
12,10,2,8.284794e+07
12,10,3,8.284794e+07
12,10,5,6.405146e+07
12,10,10,9.408242e+06
12,10,20,9.408242e+06
12,10,30,9.266600e+06
12,10,40,3.585292e+06
12,10,50,3.585292e+06
12,10,60,6.017439e+05
12,10,70,6.017439e+05
12,10,80,6.017439e+05
12,10,90,6.017439e+05
12,10,100,6.017439e+05
12,10,1,3.663910e+08
12,10,2,2.470396e+08
12,10,3,8.817892e+07
12,10,5,3.357397e+07
12,10,10,3.546269e+06
12,10,20,3.546269e+06
12,10,30,3.546269e+06
12,10,40,1.946854e+06
12,10,50,1.946854e+06
12,10,60,1.437470e+06
12,10,70,1.437470e+06
12,10,80,1.273176e+06
12,10,90,1.273176e+06
12,10,100,1.273176e+06
12,10,1,5.032875e+08
12,10,2,1.082721e+08
12,10,3,1.539253e+07
12,10,5,7.636804e+06
12,10,10,7.636804e+06
12,10,20,7.636804e+06
12,10,30,5.114248e+06
12,10,40,4.270399e+06
12,10,50,4.270399e+06
12,10,60,1.197904e+06
12,10,70,1.197904e+06
12,10,80,1.197904e+06
12,10,90,1.197904e+06
12,10,100,1.197904e+06
