funcid,dim,milestone,error
4,10,1,2.094587e+02
4,10,2,9.004468e+01
4,10,3,3.355244e+01
4,10,5,2.421609e+01
4,10,10,1.735728e+01
4,10,20,1.081970e+01
4,10,30,1.081970e+01
4,10,40,1.081970e+01
4,10,50,1.081970e+01
4,10,60,9.549148e+00
4,10,70,9.408894e+00
4,10,80,9.155751e+00
4,10,90,9.155751e+00
4,10,100,9.155751e+00
4,10,1,4.580553e+02
4,10,2,5.299474e+01
4,10,3,3.075384e+01
4,10,5,2.125126e+01
4,10,10,2.097779e+01
4,10,20,1.492596e+01
4,10,30,1.175348e+01
4,10,40,1.175348e+01
4,10,50,1.175348e+01
4,10,60,1.060259e+01
4,10,70,1.035154e+01
4,10,80,7.904627e+00
4,10,90,7.904627e+00
4,10,100,7.904627e+00
4,10,1,3.868233e+02
4,10,2,8.222629e+01
4,10,3,2.742052e+01
4,10,5,2.057425e+01
4,10,10,1.583145e+01
4,10,20,1.530721e+01
4,10,30,1.323621e+01
4,10,40,1.211868e+01
4,10,50,1.166052e+01
4,10,60,1.057461e+01
4,10,70,9.700571e+00
4,10,80,8.840917e+00
4,10,90,8.840917e+00
4,10,100,8.840917e+00
4,10,1,1.892950e+02
4,10,2,4.768362e+01
4,10,3,3.413147e+01
4,10,5,2.704578e+01
4,10,10,1.876619e+01
4,10,20,1.167402e+01
4,10,30,1.167402e+01
4,10,40,1.167402e+01
4,10,50,1.053640e+01
4,10,60,9.654405e+00
4,10,70,9.090691e+00
4,10,80,8.673204e+00
4,10,90,8.673204e+00
4,10,100,8.673204e+00
4,10,1,2.630149e+02
4,10,2,5.026527e+01
4,10,3,4.244146e+01
4,10,5,1.607911e+01
4,10,10,1.607911e+01
4,10,20,1.569284e+01
4,10,30,1.421981e+01
4,10,40,1.210031e+01
4,10,50,1.073611e+01
4,10,60,1.015839e+01
4,10,70,9.616049e+00
4,10,80,9.191343e+00
4,10,90,9.191343e+00
4,10,100,9.191343e+00
4,10,1,1.707853e+02
4,10,2,6.823050e+01
4,10,3,4.031678e+01
4,10,5,1.724170e+01
4,10,10,1.724170e+01
4,10,20,1.718533e+01
4,10,30,1.234304e+01
4,10,40,1.205301e+01
4,10,50,1.149563e+01
4,10,60,9.657295e+00
4,10,70,9.561175e+00
4,10,80,9.229239e+00
4,10,90,9.229239e+00
4,10,100,9.229239e+00
4,10,1,2.571087e+02
4,10,2,6.326888e+01
4,10,3,4.195386e+01
4,10,5,2.854138e+01
4,10,10,2.604518e+01
4,10,20,2.604518e+01
4,10,30,2.604518e+01
4,10,40,2.277672e+01
4,10,50,2.208404e+01
4,10,60,2.056127e+01
4,10,70,1.824986e+01
4,10,80,9.701001e+00
4,10,90,9.701001e+00
4,10,100,9.701001e+00
4,10,1,3.163331e+02
4,10,2,1.108045e+02
4,10,3,7.450923e+01
4,10,5,3.709932e+01
4,10,10,1.383510e+01
4,10,20,1.383510e+01
4,10,30,1.319151e+01
4,10,40,1.165253e+01
4,10,50,1.143267e+01
4,10,60,9.673679e+00
4,10,70,9.604699e+00
4,10,80,8.471934e+00
4,10,90,8.471934e+00
4,10,100,8.471934e+00
4,10,1,2.422789e+02
4,10,2,3.378109e+01
4,10,3,2.988385e+01
4,10,5,1.934515e+01
4,10,10,1.622734e+01
4,10,20,1.288933e+01
4,10,30,1.288933e+01
4,10,40,1.149433e+01
4,10,50,1.050194e+01
4,10,60,1.050194e+01
4,10,70,9.272992e+00
4,10,80,8.713621e+00
4,10,90,8.713621e+00
4,10,100,8.713621e+00
4,10,1,2.272328e+02
4,10,2,1.026617e+02
4,10,3,5.084400e+01
4,10,5,2.605808e+01
4,10,10,1.645911e+01
4,10,20,1.231484e+01
4,10,30,1.231484e+01
4,10,40,1.032060e+01
4,10,50,1.032060e+01
4,10,60,1.022199e+01
4,10,70,9.265656e+00
4,10,80,8.990393e+00
4,10,90,8.990393e+00
4,10,100,8.990393e+00
