funcid,dim,milestone,error
25,30,1,1.412527e+03
25,30,2,7.183827e+02
25,30,3,5.624969e+02
25,30,5,5.275395e+02
25,30,10,5.275395e+02
25,30,20,5.249280e+02
25,30,30,5.249280e+02
25,30,40,4.841668e+02
25,30,50,4.794759e+02
25,30,60,4.700926e+02
25,30,70,4.650164e+02
25,30,80,4.452600e+02
25,30,90,4.452600e+02
25,30,100,4.452600e+02
25,30,1,1.173943e+03
25,30,2,6.114005e+02
25,30,3,5.145500e+02
25,30,5,4.812627e+02
25,30,10,4.752025e+02
25,30,20,4.670949e+02
25,30,30,4.598521e+02
25,30,40,4.515103e+02
25,30,50,4.513756e+02
25,30,60,4.466163e+02
25,30,70,4.441890e+02
25,30,80,4.434559e+02
25,30,90,4.434559e+02
25,30,100,4.434559e+02
25,30,1,1.501244e+03
25,30,2,6.109654e+02
25,30,3,5.971645e+02
25,30,5,5.485307e+02
25,30,10,5.085381e+02
25,30,20,4.980071e+02
25,30,30,4.973406e+02
25,30,40,4.949967e+02
25,30,50,4.896140e+02
25,30,60,4.843261e+02
25,30,70,4.815299e+02
25,30,80,4.674378e+02
25,30,90,4.674378e+02
25,30,100,4.674378e+02
25,30,1,1.106890e+03
25,30,2,6.315935e+02
25,30,3,6.006937e+02
25,30,5,5.851786e+02
25,30,10,5.625584e+02
25,30,20,5.625584e+02
25,30,30,5.318977e+02
25,30,40,5.227254e+02
25,30,50,4.876580e+02
25,30,60,4.876580e+02
25,30,70,4.729256e+02
25,30,80,4.721926e+02
25,30,90,4.721926e+02
25,30,100,4.721926e+02
25,30,1,1.017937e+03
25,30,2,6.909140e+02
25,30,3,5.792736e+02
25,30,5,5.580418e+02
25,30,10,5.186030e+02
25,30,20,4.747334e+02
25,30,30,4.733676e+02
25,30,40,4.733676e+02
25,30,50,4.592812e+02
25,30,60,4.478305e+02
25,30,70,4.427681e+02
25,30,80,4.386553e+02
25,30,90,4.386553e+02
25,30,100,4.386553e+02
