funcid,dim,milestone,error
22,10,1,3.536449e+02
22,10,2,2.151276e+02
22,10,3,1.797664e+02
22,10,5,1.409171e+02
22,10,10,1.325583e+02
22,10,20,1.216265e+02
22,10,30,1.216265e+02
22,10,40,1.213356e+02
22,10,50,1.183769e+02
22,10,60,1.142905e+02
22,10,70,1.142905e+02
22,10,80,1.123346e+02
22,10,90,1.123346e+02
22,10,100,1.123346e+02
22,10,1,3.570729e+02
22,10,2,1.916427e+02
22,10,3,1.629156e+02
22,10,5,1.423331e+02
22,10,10,1.423331e+02
22,10,20,1.282731e+02
22,10,30,1.217962e+02
22,10,40,1.198557e+02
22,10,50,1.161756e+02
22,10,60,1.154222e+02
22,10,70,1.130741e+02
22,10,80,1.117409e+02
22,10,90,1.117409e+02
22,10,100,1.117409e+02
22,10,1,7.624848e+02
22,10,2,2.668684e+02
22,10,3,1.679686e+02
22,10,5,1.393022e+02
22,10,10,1.311740e+02
22,10,20,1.221729e+02
22,10,30,1.218732e+02
22,10,40,1.218732e+02
22,10,50,1.190671e+02
22,10,60,1.155278e+02
22,10,70,1.145118e+02
22,10,80,1.140763e+02
22,10,90,1.140763e+02
22,10,100,1.140763e+02
22,10,1,5.417785e+02
22,10,2,2.071329e+02
22,10,3,1.545804e+02
22,10,5,1.447980e+02
22,10,10,1.292783e+02
22,10,20,1.291754e+02
22,10,30,1.252364e+02
22,10,40,1.192065e+02
22,10,50,1.192065e+02
22,10,60,1.167132e+02
22,10,70,1.142207e+02
22,10,80,1.122120e+02
22,10,90,1.122120e+02
22,10,100,1.122120e+02
22,10,1,8.402664e+02
22,10,2,2.126221e+02
22,10,3,1.717741e+02
22,10,5,1.467646e+02
22,10,10,1.266408e+02
22,10,20,1.255488e+02
22,10,30,1.255488e+02
22,10,40,1.201022e+02
22,10,50,1.201022e+02
22,10,60,1.190713e+02
22,10,70,1.151127e+02
22,10,80,1.151127e+02
22,10,90,1.151127e+02
22,10,100,1.151127e+02
22,10,1,3.446484e+02
22,10,2,2.248654e+02
22,10,3,1.771899e+02
22,10,5,1.297283e+02
22,10,10,1.297283e+02
22,10,20,1.166864e+02
22,10,30,1.166864e+02
22,10,40,1.166864e+02
22,10,50,1.145266e+02
22,10,60,1.145266e+02
22,10,70,1.131895e+02
22,10,80,1.131895e+02
22,10,90,1.131895e+02
22,10,100,1.131895e+02
22,10,1,4.415321e+02
22,10,2,1.974695e+02
22,10,3,1.490232e+02
22,10,5,1.490232e+02
22,10,10,1.271309e+02
22,10,20,1.264537e+02
22,10,30,1.222923e+02
22,10,40,1.162441e+02
22,10,50,1.160667e+02
22,10,60,1.149853e+02
22,10,70,1.138831e+02
22,10,80,1.134747e+02
22,10,90,1.134747e+02
22,10,100,1.134747e+02
22,10,1,5.993453e+02
22,10,2,2.118694e+02
22,10,3,1.805312e+02
22,10,5,1.501823e+02
22,10,10,1.417004e+02
22,10,20,1.371850e+02
22,10,30,1.310345e+02
22,10,40,1.251197e+02
22,10,50,1.237759e+02
22,10,60,1.217779e+02
22,10,70,1.160681e+02
22,10,80,1.143748e+02
22,10,90,1.143748e+02
22,10,100,1.143748e+02
22,10,1,4.694648e+02
22,10,2,2.143401e+02
22,10,3,1.505583e+02
22,10,5,1.505583e+02
22,10,10,1.488592e+02
22,10,20,1.451547e+02
22,10,30,1.418900e+02
22,10,40,1.381599e+02
22,10,50,1.355517e+02
22,10,60,1.355517e+02
22,10,70,1.331683e+02
22,10,80,1.331683e+02
22,10,90,1.331683e+02
22,10,100,1.331683e+02
22,10,1,5.850975e+02
22,10,2,2.358766e+02
22,10,3,1.547602e+02
22,10,5,1.487928e+02
22,10,10,1.242973e+02
22,10,20,1.215239e+02
22,10,30,1.184694e+02
22,10,40,1.182602e+02
22,10,50,1.166653e+02
22,10,60,1.158393e+02
22,10,70,1.134070e+02
22,10,80,1.121121e+02
22,10,90,1.121121e+02
22,10,100,1.121121e+02
