funcid,dim,milestone,error
12,30,1,2.517413e+09
12,30,2,1.274553e+09
12,30,3,1.062317e+09
12,30,5,7.671566e+08
12,30,10,5.719695e+08
12,30,20,3.165135e+08
12,30,30,2.594864e+08
12,30,40,2.195827e+08
12,30,50,2.175669e+08
12,30,60,1.531919e+08
12,30,70,4.297496e+07
12,30,80,3.747186e+07
12,30,90,3.747186e+07
12,30,100,3.747186e+07
12,30,1,1.541932e+09
12,30,2,1.230090e+09
12,30,3,9.888208e+08
12,30,5,9.888208e+08
12,30,10,5.257589e+08
12,30,20,2.525037e+08
12,30,30,2.525037e+08
12,30,40,2.525037e+08
12,30,50,2.001883e+08
12,30,60,1.536406e+08
12,30,70,1.536406e+08
12,30,80,1.210816e+08
12,30,90,1.210816e+08
12,30,100,1.210816e+08
12,30,1,1.450583e+09
12,30,2,9.692063e+08
12,30,3,9.692063e+08
12,30,5,7.449608e+08
12,30,10,5.429673e+08
12,30,20,3.178107e+08
12,30,30,2.961401e+08
12,30,40,2.311942e+08
12,30,50,1.484990e+08
12,30,60,9.033909e+07
12,30,70,7.742443e+07
12,30,80,6.465624e+07
12,30,90,6.465624e+07
12,30,100,6.465624e+07
12,30,1,1.054201e+09
12,30,2,8.664218e+08
12,30,3,8.221276e+08
12,30,5,6.095350e+08
12,30,10,6.065653e+08
12,30,20,5.087788e+08
12,30,30,4.860971e+08
12,30,40,4.860971e+08
12,30,50,4.735827e+08
12,30,60,4.197288e+08
12,30,70,3.664466e+08
12,30,80,2.449588e+08
12,30,90,2.449588e+08
12,30,100,2.449588e+08
12,30,1,1.982830e+09
12,30,2,8.539417e+08
12,30,3,8.539417e+08
12,30,5,5.519929e+08
12,30,10,3.781674e+08
12,30,20,3.492630e+08
12,30,30,2.512815e+08
12,30,40,1.439283e+08
12,30,50,1.439283e+08
12,30,60,1.290164e+08
12,30,70,1.113533e+08
12,30,80,9.475801e+07
12,30,90,9.475801e+07
12,30,100,9.475801e+07
