funcid,dim,milestone,error
8,30,1,2.897615e+02
8,30,2,2.635130e+02
8,30,3,2.635130e+02
8,30,5,2.635130e+02
8,30,10,2.635130e+02
8,30,20,2.537564e+02
8,30,30,2.199814e+02
8,30,40,2.199814e+02
8,30,50,2.175080e+02
8,30,60,1.976821e+02
8,30,70,1.680864e+02
8,30,80,1.680864e+02
8,30,90,1.680864e+02
8,30,100,1.680864e+02
8,30,1,2.926270e+02
8,30,2,2.875273e+02
8,30,3,2.347089e+02
8,30,5,2.345947e+02
8,30,10,2.252291e+02
8,30,20,2.159278e+02
8,30,30,2.159278e+02
8,30,40,2.150411e+02
8,30,50,2.027978e+02
8,30,60,1.588128e+02
8,30,70,1.588128e+02
8,30,80,1.402086e+02
8,30,90,1.402086e+02
8,30,100,1.402086e+02
8,30,1,2.928724e+02
8,30,2,2.274613e+02
8,30,3,2.274613e+02
8,30,5,2.274613e+02
8,30,10,2.274613e+02
8,30,20,2.114232e+02
8,30,30,2.114232e+02
8,30,40,2.009569e+02
8,30,50,2.009569e+02
8,30,60,1.903666e+02
8,30,70,1.751185e+02
8,30,80,1.199781e+02
8,30,90,1.199781e+02
8,30,100,1.199781e+02
8,30,1,2.716684e+02
8,30,2,2.383233e+02
8,30,3,2.383233e+02
8,30,5,2.351651e+02
8,30,10,2.209746e+02
8,30,20,2.111015e+02
8,30,30,1.948332e+02
8,30,40,1.948332e+02
8,30,50,1.851733e+02
8,30,60,1.651444e+02
8,30,70,1.592858e+02
8,30,80,1.503242e+02
8,30,90,1.503242e+02
8,30,100,1.503242e+02
8,30,1,3.306498e+02
8,30,2,2.708845e+02
8,30,3,2.481856e+02
8,30,5,2.063714e+02
8,30,10,2.063714e+02
8,30,20,2.063714e+02
8,30,30,2.063714e+02
8,30,40,1.919439e+02
8,30,50,1.919439e+02
8,30,60,1.919439e+02
8,30,70,1.813769e+02
8,30,80,1.681532e+02
8,30,90,1.681532e+02
8,30,100,1.681532e+02
