funcid,dim,milestone,error
30,10,1,2.189885e+07
30,10,2,2.471189e+06
30,10,3,4.752321e+05
30,10,5,3.752063e+05
30,10,10,2.651678e+05
30,10,20,2.651678e+05
30,10,30,1.799789e+05
30,10,40,1.799789e+05
30,10,50,1.799789e+05
30,10,60,6.259287e+04
30,10,70,5.185560e+04
30,10,80,4.989963e+04
30,10,90,4.989963e+04
30,10,100,4.989963e+04
30,10,1,1.819198e+07
30,10,2,3.642565e+06
30,10,3,2.974837e+06
30,10,5,2.289842e+06
30,10,10,1.671237e+06
30,10,20,1.566213e+06
30,10,30,1.566213e+06
30,10,40,1.542841e+06
30,10,50,1.535070e+06
30,10,60,1.531875e+06
30,10,70,1.531330e+06
30,10,80,1.531330e+06
30,10,90,1.531330e+06
30,10,100,1.531330e+06
30,10,1,3.753688e+06
30,10,2,3.123101e+06
30,10,3,2.707563e+06
30,10,5,1.383821e+06
30,10,10,5.308386e+05
30,10,20,1.316477e+05
30,10,30,3.124729e+04
30,10,40,3.124729e+04
30,10,50,3.124729e+04
30,10,60,2.525187e+04
30,10,70,1.982396e+04
30,10,80,1.425361e+04
30,10,90,1.425361e+04
30,10,100,1.425361e+04
30,10,1,1.558523e+07
30,10,2,1.558523e+07
30,10,3,5.756906e+06
30,10,5,3.526613e+06
30,10,10,3.349780e+06
30,10,20,3.282706e+06
30,10,30,1.632141e+06
30,10,40,1.398312e+06
30,10,50,1.312074e+06
30,10,60,1.277723e+06
30,10,70,1.262383e+06
30,10,80,1.008507e+06
30,10,90,1.008507e+06
30,10,100,1.008507e+06
30,10,1,9.573318e+06
30,10,2,3.564431e+06
30,10,3,1.955761e+06
30,10,5,1.363953e+06
30,10,10,5.358293e+05
30,10,20,1.429525e+05
30,10,30,1.429525e+05
30,10,40,1.329022e+05
30,10,50,1.329022e+05
30,10,60,1.197488e+05
30,10,70,8.159872e+04
30,10,80,5.966153e+04
30,10,90,5.966153e+04
30,10,100,5.966153e+04
30,10,1,2.913630e+07
30,10,2,3.986521e+06
30,10,3,2.832072e+06
30,10,5,1.847256e+06
30,10,10,1.655153e+06
30,10,20,1.585387e+06
30,10,30,1.584923e+06
30,10,40,1.584923e+06
30,10,50,1.584923e+06
30,10,60,1.584923e+06
30,10,70,1.582423e+06
30,10,80,1.582423e+06
30,10,90,1.582423e+06
30,10,100,1.582423e+06
30,10,1,1.153677e+07
30,10,2,3.996278e+06
30,10,3,3.996278e+06
30,10,5,1.533172e+06
30,10,10,1.361229e+06
30,10,20,1.351738e+06
30,10,30,1.351738e+06
30,10,40,1.351738e+06
30,10,50,1.342113e+06
30,10,60,1.342113e+06
30,10,70,1.342113e+06
30,10,80,1.342113e+06
30,10,90,1.342113e+06
30,10,100,1.342113e+06
30,10,1,4.611689e+06
30,10,2,3.234611e+06
30,10,3,2.113097e+06
30,10,5,2.113097e+06
30,10,10,1.799766e+06
30,10,20,1.604843e+06
30,10,30,1.604843e+06
30,10,40,1.604843e+06
30,10,50,1.604843e+06
30,10,60,1.604843e+06
30,10,70,1.598535e+06
30,10,80,1.598535e+06
30,10,90,1.598535e+06
30,10,100,1.598535e+06
30,10,1,1.442288e+07
30,10,2,5.159987e+06
30,10,3,2.096010e+06
30,10,5,3.837233e+05
30,10,10,1.671566e+05
30,10,20,4.240485e+04
30,10,30,4.240485e+04
30,10,40,4.240485e+04
30,10,50,4.240485e+04
30,10,60,4.090069e+04
30,10,70,4.090069e+04
30,10,80,4.090069e+04
30,10,90,4.090069e+04
30,10,100,4.090069e+04
30,10,1,9.614519e+06
30,10,2,3.566152e+06
30,10,3,1.770726e+06
30,10,5,8.862524e+04
30,10,10,8.862524e+04
30,10,20,8.862524e+04
30,10,30,2.425224e+04
30,10,40,2.425224e+04
30,10,50,2.425224e+04
30,10,60,1.000848e+04
30,10,70,1.000848e+04
30,10,80,1.000848e+04
30,10,90,1.000848e+04
30,10,100,1.000848e+04
