funcid,dim,milestone,error
8,30,1,2.921891e+02
8,30,2,2.608418e+02
8,30,3,2.608418e+02
8,30,5,2.608418e+02
8,30,10,2.608418e+02
8,30,20,2.608418e+02
8,30,30,2.608418e+02
8,30,40,2.608418e+02
8,30,50,2.608418e+02
8,30,60,2.608418e+02
8,30,70,2.608418e+02
8,30,80,2.608418e+02
8,30,90,2.608418e+02
8,30,100,2.608418e+02
8,30,1,3.028642e+02
8,30,2,2.622455e+02
8,30,3,2.472154e+02
8,30,5,2.193130e+02
8,30,10,2.193130e+02
8,30,20,1.950913e+02
8,30,30,1.843934e+02
8,30,40,1.843934e+02
8,30,50,1.843934e+02
8,30,60,1.843934e+02
8,30,70,1.843934e+02
8,30,80,1.843934e+02
8,30,90,1.843934e+02
8,30,100,1.843934e+02
8,30,1,2.651983e+02
8,30,2,2.466604e+02
8,30,3,2.466604e+02
8,30,5,2.466604e+02
8,30,10,1.888874e+02
8,30,20,1.851753e+02
8,30,30,1.851753e+02
8,30,40,1.851753e+02
8,30,50,1.851753e+02
8,30,60,1.851753e+02
8,30,70,1.851753e+02
8,30,80,1.851753e+02
8,30,90,1.689486e+02
8,30,100,1.689486e+02
8,30,1,2.869323e+02
8,30,2,2.869323e+02
8,30,3,2.869323e+02
8,30,5,2.869323e+02
8,30,10,2.503213e+02
8,30,20,2.503213e+02
8,30,30,2.503213e+02
8,30,40,2.503213e+02
8,30,50,2.503213e+02
8,30,60,2.503213e+02
8,30,70,2.503213e+02
8,30,80,2.503213e+02
8,30,90,2.503213e+02
8,30,100,2.447571e+02
8,30,1,2.929048e+02
8,30,2,2.929048e+02
8,30,3,2.929048e+02
8,30,5,2.881629e+02
8,30,10,2.881629e+02
8,30,20,2.881629e+02
8,30,30,2.881629e+02
8,30,40,2.881629e+02
8,30,50,2.881629e+02
8,30,60,2.427999e+02
8,30,70,2.422391e+02
8,30,80,2.422391e+02
8,30,90,2.422391e+02
8,30,100,2.408731e+02
