funcid,dim,milestone,error
26,10,1,7.012851e+02
26,10,2,5.792293e+02
26,10,3,4.675847e+02
26,10,5,4.561828e+02
26,10,10,4.483333e+02
26,10,20,4.454245e+02
26,10,30,4.454245e+02
26,10,40,4.226018e+02
26,10,50,4.226018e+02
26,10,60,4.226018e+02
26,10,70,4.226018e+02
26,10,80,4.226018e+02
26,10,90,4.226018e+02
26,10,100,4.226018e+02
26,10,1,1.122465e+03
26,10,2,5.805174e+02
26,10,3,4.694632e+02
26,10,5,4.438275e+02
26,10,10,4.318978e+02
26,10,20,4.318978e+02
26,10,30,4.318978e+02
26,10,40,4.278088e+02
26,10,50,4.082923e+02
26,10,60,3.915940e+02
26,10,70,3.915940e+02
26,10,80,3.915940e+02
26,10,90,3.911833e+02
26,10,100,3.911833e+02
26,10,1,7.255042e+02
26,10,2,4.815230e+02
26,10,3,4.540993e+02
26,10,5,4.399494e+02
26,10,10,4.180383e+02
26,10,20,4.113775e+02
26,10,30,3.920762e+02
26,10,40,3.920762e+02
26,10,50,3.903834e+02
26,10,60,3.903834e+02
26,10,70,3.903834e+02
26,10,80,3.849731e+02
26,10,90,3.849731e+02
26,10,100,3.849731e+02
26,10,1,8.179179e+02
26,10,2,5.280510e+02
26,10,3,5.280510e+02
26,10,5,4.213909e+02
26,10,10,3.966184e+02
26,10,20,3.700601e+02
26,10,30,3.552522e+02
26,10,40,3.552522e+02
26,10,50,3.552522e+02
26,10,60,3.552522e+02
26,10,70,3.552522e+02
26,10,80,3.552522e+02
26,10,90,3.552522e+02
26,10,100,3.552522e+02
26,10,1,8.167255e+02
26,10,2,5.194009e+02
26,10,3,4.559141e+02
26,10,5,4.345805e+02
26,10,10,4.345805e+02
26,10,20,4.212348e+02
26,10,30,4.075974e+02
26,10,40,4.072792e+02
26,10,50,4.072792e+02
26,10,60,4.072792e+02
26,10,70,4.072792e+02
26,10,80,4.072792e+02
26,10,90,4.072792e+02
26,10,100,4.072792e+02
26,10,1,1.383560e+03
26,10,2,5.557065e+02
26,10,3,4.836344e+02
26,10,5,4.437319e+02
26,10,10,4.163475e+02
26,10,20,3.983225e+02
26,10,30,3.739793e+02
26,10,40,3.739793e+02
26,10,50,3.739793e+02
26,10,60,3.739793e+02
26,10,70,3.739793e+02
26,10,80,3.739793e+02
26,10,90,3.739793e+02
26,10,100,3.739793e+02
26,10,1,1.016259e+03
26,10,2,5.480894e+02
26,10,3,5.259703e+02
26,10,5,4.720803e+02
26,10,10,4.230609e+02
26,10,20,4.137034e+02
26,10,30,4.092992e+02
26,10,40,3.933284e+02
26,10,50,3.774974e+02
26,10,60,3.758052e+02
26,10,70,3.755351e+02
26,10,80,3.755351e+02
26,10,90,3.755351e+02
26,10,100,3.755351e+02
26,10,1,7.402541e+02
26,10,2,4.979380e+02
26,10,3,4.622711e+02
26,10,5,4.410445e+02
26,10,10,4.030348e+02
26,10,20,4.030348e+02
26,10,30,4.030348e+02
26,10,40,4.028177e+02
26,10,50,3.959355e+02
26,10,60,3.904402e+02
26,10,70,3.904402e+02
26,10,80,3.904402e+02
26,10,90,3.904402e+02
26,10,100,3.904402e+02
26,10,1,1.020339e+03
26,10,2,6.120713e+02
26,10,3,5.220723e+02
26,10,5,4.432701e+02
26,10,10,4.432701e+02
26,10,20,4.303835e+02
26,10,30,4.303835e+02
26,10,40,4.285441e+02
26,10,50,4.174201e+02
26,10,60,4.145452e+02
26,10,70,4.060049e+02
26,10,80,4.060049e+02
26,10,90,4.027155e+02
26,10,100,4.027155e+02
26,10,1,8.426370e+02
26,10,2,5.641782e+02
26,10,3,5.040150e+02
26,10,5,4.741563e+02
26,10,10,4.146475e+02
26,10,20,3.983961e+02
26,10,30,3.983961e+02
26,10,40,3.983961e+02
26,10,50,3.983961e+02
26,10,60,3.909208e+02
26,10,70,3.909208e+02
26,10,80,3.909208e+02
26,10,90,3.909208e+02
26,10,100,3.909208e+02
