funcid,dim,milestone,error
6,30,1,5.764043e+01
6,30,2,3.914331e+01
6,30,3,3.914331e+01
6,30,5,3.389767e+01
6,30,10,3.389767e+01
6,30,20,3.257273e+01
6,30,30,3.257273e+01
6,30,40,3.257273e+01
6,30,50,3.257273e+01
6,30,60,3.250847e+01
6,30,70,3.250847e+01
6,30,80,3.250847e+01
6,30,90,3.250847e+01
6,30,100,3.035318e+01
6,30,1,4.251686e+01
6,30,2,4.251686e+01
6,30,3,4.251686e+01
6,30,5,4.251686e+01
6,30,10,4.251686e+01
6,30,20,3.485463e+01
6,30,30,3.283268e+01
6,30,40,3.283268e+01
6,30,50,3.115575e+01
6,30,60,3.115575e+01
6,30,70,3.115575e+01
6,30,80,3.115575e+01
6,30,90,3.040902e+01
6,30,100,3.040902e+01
6,30,1,4.810946e+01
6,30,2,3.898294e+01
6,30,3,3.157458e+01
6,30,5,3.157458e+01
6,30,10,3.157458e+01
6,30,20,3.012257e+01
6,30,30,3.012257e+01
6,30,40,3.012257e+01
6,30,50,3.012257e+01
6,30,60,2.908399e+01
6,30,70,2.908399e+01
6,30,80,2.908399e+01
6,30,90,2.908399e+01
6,30,100,2.908399e+01
6,30,1,4.859338e+01
6,30,2,4.064438e+01
6,30,3,3.093015e+01
6,30,5,3.048569e+01
6,30,10,2.938744e+01
6,30,20,2.732703e+01
6,30,30,2.732703e+01
6,30,40,2.732703e+01
6,30,50,2.732703e+01
6,30,60,2.732703e+01
6,30,70,2.732703e+01
6,30,80,2.732703e+01
6,30,90,2.235916e+01
6,30,100,2.235916e+01
6,30,1,5.955829e+01
6,30,2,4.231723e+01
6,30,3,3.283350e+01
6,30,5,3.088197e+01
6,30,10,3.088197e+01
6,30,20,3.088197e+01
6,30,30,3.088197e+01
6,30,40,3.088197e+01
6,30,50,3.088197e+01
6,30,60,3.088197e+01
6,30,70,3.088197e+01
6,30,80,3.088197e+01
6,30,90,3.088197e+01
6,30,100,3.088197e+01
