funcid,dim,milestone,error
12,30,1,2.425094e+09
12,30,2,9.344522e+08
12,30,3,6.584843e+08
12,30,5,4.203403e+08
12,30,10,4.203403e+08
12,30,20,3.849854e+08
12,30,30,3.849854e+08
12,30,40,3.849854e+08
12,30,50,3.849854e+08
12,30,60,3.849854e+08
12,30,70,3.487647e+08
12,30,80,3.487647e+08
12,30,90,3.487647e+08
12,30,100,3.487647e+08
12,30,1,8.380952e+08
12,30,2,8.380952e+08
12,30,3,8.380952e+08
12,30,5,8.380952e+08
12,30,10,5.195943e+08
12,30,20,4.582417e+08
12,30,30,4.582417e+08
12,30,40,4.082803e+08
12,30,50,4.082803e+08
12,30,60,4.082803e+08
12,30,70,4.082803e+08
12,30,80,3.276444e+08
12,30,90,3.276444e+08
12,30,100,2.748201e+08
12,30,1,1.462964e+09
12,30,2,9.902262e+08
12,30,3,9.902262e+08
12,30,5,8.412028e+08
12,30,10,5.673609e+08
12,30,20,4.722314e+08
12,30,30,4.319105e+08
12,30,40,4.290384e+08
12,30,50,4.290384e+08
12,30,60,4.290384e+08
12,30,70,4.290384e+08
12,30,80,4.290384e+08
12,30,90,4.290384e+08
12,30,100,4.290384e+08
12,30,1,1.063045e+09
12,30,2,8.761125e+08
12,30,3,8.508423e+08
12,30,5,6.228492e+08
12,30,10,6.228492e+08
12,30,20,4.392820e+08
12,30,30,4.392820e+08
12,30,40,4.392820e+08
12,30,50,4.392820e+08
12,30,60,4.392820e+08
12,30,70,4.392820e+08
12,30,80,4.392820e+08
12,30,90,4.392820e+08
12,30,100,4.392820e+08
12,30,1,2.009628e+09
12,30,2,9.049259e+08
12,30,3,9.021978e+08
12,30,5,5.334751e+08
12,30,10,5.239784e+08
12,30,20,5.053146e+08
12,30,30,4.333230e+08
12,30,40,4.333230e+08
12,30,50,4.333230e+08
12,30,60,4.333230e+08
12,30,70,4.333230e+08
12,30,80,4.333230e+08
12,30,90,4.333230e+08
12,30,100,4.333230e+08
