funcid,dim,milestone,error
17,10,1,3.042878e+02
17,10,2,1.515491e+02
17,10,3,1.105484e+02
17,10,5,7.670823e+01
17,10,10,5.707244e+01
17,10,20,5.707244e+01
17,10,30,5.707244e+01
17,10,40,5.488080e+01
17,10,50,5.488080e+01
17,10,60,5.091337e+01
17,10,70,5.091337e+01
17,10,80,5.091337e+01
17,10,90,5.091337e+01
17,10,100,5.091337e+01
17,10,1,3.210290e+02
17,10,2,2.093460e+02
17,10,3,1.313979e+02
17,10,5,8.696544e+01
17,10,10,7.029803e+01
17,10,20,7.029803e+01
17,10,30,7.029803e+01
17,10,40,7.029803e+01
17,10,50,6.109002e+01
17,10,60,6.109002e+01
17,10,70,6.109002e+01
17,10,80,6.109002e+01
17,10,90,6.109002e+01
17,10,100,6.109002e+01
17,10,1,2.236167e+02
17,10,2,1.671259e+02
17,10,3,1.201194e+02
17,10,5,1.201194e+02
17,10,10,1.201194e+02
17,10,20,1.114262e+02
17,10,30,5.570809e+01
17,10,40,5.570809e+01
17,10,50,5.570809e+01
17,10,60,5.570809e+01
17,10,70,5.570809e+01
17,10,80,5.570809e+01
17,10,90,5.570809e+01
17,10,100,5.570809e+01
17,10,1,2.329737e+02
17,10,2,1.657049e+02
17,10,3,1.483662e+02
17,10,5,1.033838e+02
17,10,10,8.822246e+01
17,10,20,5.957772e+01
17,10,30,5.957772e+01
17,10,40,5.957772e+01
17,10,50,5.957772e+01
17,10,60,5.957772e+01
17,10,70,5.957772e+01
17,10,80,5.957772e+01
17,10,90,5.268932e+01
17,10,100,5.268932e+01
17,10,1,2.532869e+02
17,10,2,9.068284e+01
17,10,3,9.068284e+01
17,10,5,9.068284e+01
17,10,10,7.413157e+01
17,10,20,7.413157e+01
17,10,30,6.083506e+01
17,10,40,5.905157e+01
17,10,50,5.276902e+01
17,10,60,4.979992e+01
17,10,70,4.979992e+01
17,10,80,4.979992e+01
17,10,90,4.979992e+01
17,10,100,4.979992e+01
17,10,1,2.608852e+02
17,10,2,2.608852e+02
17,10,3,2.090902e+02
17,10,5,1.814241e+02
17,10,10,1.373171e+02
17,10,20,1.373171e+02
17,10,30,1.313505e+02
17,10,40,1.313505e+02
17,10,50,1.258611e+02
17,10,60,1.123821e+02
17,10,70,1.123821e+02
17,10,80,1.123821e+02
17,10,90,1.123821e+02
17,10,100,1.123821e+02
17,10,1,3.039532e+02
17,10,2,2.122426e+02
17,10,3,1.408113e+02
17,10,5,9.800263e+01
17,10,10,7.807706e+01
17,10,20,7.807706e+01
17,10,30,7.807706e+01
17,10,40,5.544949e+01
17,10,50,5.544949e+01
17,10,60,5.544949e+01
17,10,70,5.544949e+01
17,10,80,5.544949e+01
17,10,90,5.544949e+01
17,10,100,5.544949e+01
17,10,1,2.127458e+02
17,10,2,2.127458e+02
17,10,3,2.034089e+02
17,10,5,8.788323e+01
17,10,10,7.618944e+01
17,10,20,7.327666e+01
17,10,30,6.821454e+01
17,10,40,6.821454e+01
17,10,50,6.821454e+01
17,10,60,6.821454e+01
17,10,70,6.821454e+01
17,10,80,6.821454e+01
17,10,90,6.821454e+01
17,10,100,6.821454e+01
17,10,1,2.703755e+02
17,10,2,1.618343e+02
17,10,3,1.202754e+02
17,10,5,1.202754e+02
17,10,10,8.485023e+01
17,10,20,6.806617e+01
17,10,30,6.806617e+01
17,10,40,6.806617e+01
17,10,50,6.806617e+01
17,10,60,6.806617e+01
17,10,70,6.806617e+01
17,10,80,6.806617e+01
17,10,90,6.806617e+01
17,10,100,6.806617e+01
17,10,1,2.539593e+02
17,10,2,1.390496e+02
17,10,3,1.390496e+02
17,10,5,1.281897e+02
17,10,10,1.172880e+02
17,10,20,7.291516e+01
17,10,30,6.007016e+01
17,10,40,6.007016e+01
17,10,50,4.814841e+01
17,10,60,4.814841e+01
17,10,70,4.814841e+01
17,10,80,4.814841e+01
17,10,90,4.814841e+01
17,10,100,4.814841e+01
