funcid,dim,milestone,error
21,10,1,2.877015e+02
21,10,2,1.944319e+02
21,10,3,1.331542e+02
21,10,5,1.226211e+02
21,10,10,1.120560e+02
21,10,20,1.053376e+02
21,10,30,1.051340e+02
21,10,40,1.046513e+02
21,10,50,1.039599e+02
21,10,60,1.039599e+02
21,10,70,1.039115e+02
21,10,80,1.039115e+02
21,10,90,1.039115e+02
21,10,100,1.029065e+02
21,10,1,2.754413e+02
21,10,2,2.456795e+02
21,10,3,2.456795e+02
21,10,5,2.456795e+02
21,10,10,2.456795e+02
21,10,20,2.456795e+02
21,10,30,2.410872e+02
21,10,40,2.398815e+02
21,10,50,2.398815e+02
21,10,60,2.398815e+02
21,10,70,2.398815e+02
21,10,80,2.398815e+02
21,10,90,2.398815e+02
21,10,100,2.398815e+02
21,10,1,2.364725e+02
21,10,2,1.247400e+02
21,10,3,1.187136e+02
21,10,5,1.163260e+02
21,10,10,1.093497e+02
21,10,20,1.076501e+02
21,10,30,1.076501e+02
21,10,40,1.076501e+02
21,10,50,1.075458e+02
21,10,60,1.075458e+02
21,10,70,1.067643e+02
21,10,80,1.067643e+02
21,10,90,1.067643e+02
21,10,100,1.067643e+02
21,10,1,2.204264e+02
21,10,2,1.507353e+02
21,10,3,1.179213e+02
21,10,5,1.133599e+02
21,10,10,1.077929e+02
21,10,20,1.065534e+02
21,10,30,1.065534e+02
21,10,40,1.039722e+02
21,10,50,1.039722e+02
21,10,60,1.039722e+02
21,10,70,1.039722e+02
21,10,80,1.039722e+02
21,10,90,1.039722e+02
21,10,100,1.039722e+02
21,10,1,2.734690e+02
21,10,2,2.553531e+02
21,10,3,2.553531e+02
21,10,5,2.553531e+02
21,10,10,2.486165e+02
21,10,20,2.456859e+02
21,10,30,2.343359e+02
21,10,40,2.343359e+02
21,10,50,2.343359e+02
21,10,60,2.343359e+02
21,10,70,2.343359e+02
21,10,80,2.343359e+02
21,10,90,2.343359e+02
21,10,100,2.343359e+02
21,10,1,2.686067e+02
21,10,2,2.651684e+02
21,10,3,2.651684e+02
21,10,5,2.651684e+02
21,10,10,2.636511e+02
21,10,20,2.578950e+02
21,10,30,2.472918e+02
21,10,40,2.450830e+02
21,10,50,2.450830e+02
21,10,60,2.450830e+02
21,10,70,2.450830e+02
21,10,80,2.450830e+02
21,10,90,2.450830e+02
21,10,100,2.450830e+02
21,10,1,2.190049e+02
21,10,2,1.304017e+02
21,10,3,1.212191e+02
21,10,5,1.170817e+02
21,10,10,1.069722e+02
21,10,20,1.047680e+02
21,10,30,1.042905e+02
21,10,40,1.038186e+02
21,10,50,1.035404e+02
21,10,60,1.035404e+02
21,10,70,1.035404e+02
21,10,80,1.034342e+02
21,10,90,1.034342e+02
21,10,100,1.034342e+02
21,10,1,2.728627e+02
21,10,2,2.626303e+02
21,10,3,2.593379e+02
21,10,5,2.593379e+02
21,10,10,2.534520e+02
21,10,20,2.458137e+02
21,10,30,2.458137e+02
21,10,40,2.458137e+02
21,10,50,2.458137e+02
21,10,60,2.458137e+02
21,10,70,2.458137e+02
21,10,80,2.458137e+02
21,10,90,2.458137e+02
21,10,100,2.458137e+02
21,10,1,1.861983e+02
21,10,2,1.470805e+02
21,10,3,1.149982e+02
21,10,5,1.134089e+02
21,10,10,1.095530e+02
21,10,20,1.068519e+02
21,10,30,1.068519e+02
21,10,40,1.068519e+02
21,10,50,1.068519e+02
21,10,60,1.068519e+02
21,10,70,1.068519e+02
21,10,80,1.068519e+02
21,10,90,1.068519e+02
21,10,100,1.067740e+02
21,10,1,2.062871e+02
21,10,2,1.852915e+02
21,10,3,1.251816e+02
21,10,5,1.158388e+02
21,10,10,1.077480e+02
21,10,20,1.058214e+02
21,10,30,1.048828e+02
21,10,40,1.048828e+02
21,10,50,1.048828e+02
21,10,60,1.048828e+02
21,10,70,1.046002e+02
21,10,80,1.040230e+02
21,10,90,1.035328e+02
21,10,100,1.035328e+02
