funcid,dim,milestone,error
7,10,1,1.903551e+02
7,10,2,1.185146e+02
7,10,3,9.582740e+01
7,10,5,6.628858e+01
7,10,10,5.466427e+01
7,10,20,5.466427e+01
7,10,30,5.466427e+01
7,10,40,5.466427e+01
7,10,50,5.466427e+01
7,10,60,5.466427e+01
7,10,70,5.328549e+01
7,10,80,5.328549e+01
7,10,90,5.328549e+01
7,10,100,5.328549e+01
7,10,1,1.984694e+02
7,10,2,8.243600e+01
7,10,3,8.243600e+01
7,10,5,7.243194e+01
7,10,10,6.762004e+01
7,10,20,6.737314e+01
7,10,30,6.219137e+01
7,10,40,6.168065e+01
7,10,50,4.793574e+01
7,10,60,4.793574e+01
7,10,70,4.793574e+01
7,10,80,4.793574e+01
7,10,90,4.793574e+01
7,10,100,4.793574e+01
7,10,1,1.103701e+02
7,10,2,1.098135e+02
7,10,3,7.446779e+01
7,10,5,7.446779e+01
7,10,10,7.446779e+01
7,10,20,6.430818e+01
7,10,30,4.925881e+01
7,10,40,4.925881e+01
7,10,50,4.503420e+01
7,10,60,4.503420e+01
7,10,70,4.503420e+01
7,10,80,4.503420e+01
7,10,90,4.503420e+01
7,10,100,4.093658e+01
7,10,1,2.004163e+02
7,10,2,1.210477e+02
7,10,3,9.520831e+01
7,10,5,6.800778e+01
7,10,10,4.803598e+01
7,10,20,4.803598e+01
7,10,30,4.608141e+01
7,10,40,4.608141e+01
7,10,50,4.608141e+01
7,10,60,4.608141e+01
7,10,70,4.608141e+01
7,10,80,4.608141e+01
7,10,90,4.608141e+01
7,10,100,4.608141e+01
7,10,1,2.364556e+02
7,10,2,1.125544e+02
7,10,3,9.574890e+01
7,10,5,7.410110e+01
7,10,10,7.078522e+01
7,10,20,6.501640e+01
7,10,30,5.743768e+01
7,10,40,5.207790e+01
7,10,50,5.207790e+01
7,10,60,5.151692e+01
7,10,70,5.151692e+01
7,10,80,5.151692e+01
7,10,90,5.151692e+01
7,10,100,5.151692e+01
7,10,1,2.407631e+02
7,10,2,9.619476e+01
7,10,3,9.619476e+01
7,10,5,7.803488e+01
7,10,10,5.316697e+01
7,10,20,5.316697e+01
7,10,30,5.316697e+01
7,10,40,5.187166e+01
7,10,50,5.187166e+01
7,10,60,5.187166e+01
7,10,70,5.187166e+01
7,10,80,5.187166e+01
7,10,90,5.187166e+01
7,10,100,5.187166e+01
7,10,1,1.604187e+02
7,10,2,1.219465e+02
7,10,3,8.296481e+01
7,10,5,6.751115e+01
7,10,10,6.505927e+01
7,10,20,6.380752e+01
7,10,30,5.575204e+01
7,10,40,5.575204e+01
7,10,50,5.575204e+01
7,10,60,5.575204e+01
7,10,70,5.575204e+01
7,10,80,5.575204e+01
7,10,90,5.549835e+01
7,10,100,5.549835e+01
7,10,1,2.140056e+02
7,10,2,1.102300e+02
7,10,3,7.907376e+01
7,10,5,6.872839e+01
7,10,10,6.224227e+01
7,10,20,5.597350e+01
7,10,30,5.477028e+01
7,10,40,5.463647e+01
7,10,50,4.554686e+01
7,10,60,4.406566e+01
7,10,70,4.406566e+01
7,10,80,4.406566e+01
7,10,90,4.406566e+01
7,10,100,4.406566e+01
7,10,1,1.809794e+02
7,10,2,1.107196e+02
7,10,3,7.675342e+01
7,10,5,7.675342e+01
7,10,10,7.675342e+01
7,10,20,6.391829e+01
7,10,30,6.131791e+01
7,10,40,5.468168e+01
7,10,50,5.468168e+01
7,10,60,5.468168e+01
7,10,70,5.468168e+01
7,10,80,5.403364e+01
7,10,90,5.403364e+01
7,10,100,5.403364e+01
7,10,1,1.779268e+02
7,10,2,1.456891e+02
7,10,3,1.237301e+02
7,10,5,9.758150e+01
7,10,10,9.305365e+01
7,10,20,9.305365e+01
7,10,30,7.047057e+01
7,10,40,7.047057e+01
7,10,50,7.047057e+01
7,10,60,5.358770e+01
7,10,70,5.358770e+01
7,10,80,5.358770e+01
7,10,90,5.358770e+01
7,10,100,5.358770e+01
