funcid,dim,milestone,error
20,10,1,2.425958e+02
20,10,2,2.425958e+02
20,10,3,1.196047e+02
20,10,5,1.059735e+02
20,10,10,7.492996e+01
20,10,20,7.492996e+01
20,10,30,7.492996e+01
20,10,40,7.492996e+01
20,10,50,7.492996e+01
20,10,60,7.492996e+01
20,10,70,7.492996e+01
20,10,80,7.492996e+01
20,10,90,7.492996e+01
20,10,100,7.492996e+01
20,10,1,2.934479e+02
20,10,2,1.934232e+02
20,10,3,1.134512e+02
20,10,5,1.134512e+02
20,10,10,1.134512e+02
20,10,20,1.134512e+02
20,10,30,1.134512e+02
20,10,40,1.058528e+02
20,10,50,9.293150e+01
20,10,60,8.554250e+01
20,10,70,8.554250e+01
20,10,80,6.066822e+01
20,10,90,6.066822e+01
20,10,100,6.066822e+01
20,10,1,1.902729e+02
20,10,2,1.458781e+02
20,10,3,8.949642e+01
20,10,5,8.949642e+01
20,10,10,5.507431e+01
20,10,20,5.507431e+01
20,10,30,5.507431e+01
20,10,40,5.507431e+01
20,10,50,5.507431e+01
20,10,60,5.507431e+01
20,10,70,5.507431e+01
20,10,80,5.507431e+01
20,10,90,5.507431e+01
20,10,100,5.376094e+01
20,10,1,1.532187e+02
20,10,2,1.532187e+02
20,10,3,9.905279e+01
20,10,5,9.266429e+01
20,10,10,7.466567e+01
20,10,20,7.466567e+01
20,10,30,7.466567e+01
20,10,40,7.466567e+01
20,10,50,7.466567e+01
20,10,60,7.069757e+01
20,10,70,6.022654e+01
20,10,80,5.963638e+01
20,10,90,5.963638e+01
20,10,100,5.963638e+01
20,10,1,2.483194e+02
20,10,2,2.032909e+02
20,10,3,2.032909e+02
20,10,5,1.510372e+02
20,10,10,1.172046e+02
20,10,20,1.009607e+02
20,10,30,1.003739e+02
20,10,40,1.003739e+02
20,10,50,1.003739e+02
20,10,60,1.003739e+02
20,10,70,1.003739e+02
20,10,80,9.372654e+01
20,10,90,6.514405e+01
20,10,100,6.514405e+01
20,10,1,2.779213e+02
20,10,2,1.155085e+02
20,10,3,1.155085e+02
20,10,5,7.639282e+01
20,10,10,7.639282e+01
20,10,20,7.285676e+01
20,10,30,7.285676e+01
20,10,40,6.947825e+01
20,10,50,6.947825e+01
20,10,60,6.947825e+01
20,10,70,6.947825e+01
20,10,80,6.947825e+01
20,10,90,6.947825e+01
20,10,100,6.947825e+01
20,10,1,2.779306e+02
20,10,2,2.133210e+02
20,10,3,1.595883e+02
20,10,5,1.593339e+02
20,10,10,8.600498e+01
20,10,20,8.600498e+01
20,10,30,8.416996e+01
20,10,40,7.782124e+01
20,10,50,7.782124e+01
20,10,60,7.782124e+01
20,10,70,7.782124e+01
20,10,80,7.782124e+01
20,10,90,7.782124e+01
20,10,100,7.782124e+01
20,10,1,2.057456e+02
20,10,2,2.057456e+02
20,10,3,2.057456e+02
20,10,5,1.173617e+02
20,10,10,9.836609e+01
20,10,20,9.836609e+01
20,10,30,9.836609e+01
20,10,40,9.836609e+01
20,10,50,9.836609e+01
20,10,60,9.836609e+01
20,10,70,9.836609e+01
20,10,80,5.585583e+01
20,10,90,5.585583e+01
20,10,100,5.585583e+01
20,10,1,1.261185e+02
20,10,2,1.261185e+02
20,10,3,1.261185e+02
20,10,5,1.137375e+02
20,10,10,6.991953e+01
20,10,20,6.991953e+01
20,10,30,6.286506e+01
20,10,40,6.286506e+01
20,10,50,6.286506e+01
20,10,60,6.286506e+01
20,10,70,6.286506e+01
20,10,80,6.286506e+01
20,10,90,6.286506e+01
20,10,100,6.286506e+01
20,10,1,3.589407e+02
20,10,2,2.207238e+02
20,10,3,2.207238e+02
20,10,5,1.275469e+02
20,10,10,1.275469e+02
20,10,20,1.214284e+02
20,10,30,1.088419e+02
20,10,40,1.005112e+02
20,10,50,1.005112e+02
20,10,60,1.005112e+02
20,10,70,1.005112e+02
20,10,80,1.005112e+02
20,10,90,1.005112e+02
20,10,100,1.005112e+02
