funcid,dim,milestone,error
2,10,1,9.947174e+07
2,10,2,2.822276e+07
2,10,3,1.000678e+07
2,10,5,4.562478e+06
2,10,10,1.072001e+06
2,10,20,1.003270e+05
2,10,30,1.003270e+05
2,10,40,8.088000e+04
2,10,50,8.088000e+04
2,10,60,5.554800e+04
2,10,70,5.554800e+04
2,10,80,3.961700e+04
2,10,90,3.961700e+04
2,10,100,2.980600e+04
2,10,1,3.261561e+11
2,10,2,2.682077e+08
2,10,3,5.584678e+07
2,10,5,2.749060e+07
2,10,10,1.676494e+07
2,10,20,4.535420e+05
2,10,30,1.067060e+05
2,10,40,1.016100e+05
2,10,50,1.016100e+05
2,10,60,6.584000e+04
2,10,70,6.584000e+04
2,10,80,4.951000e+04
2,10,90,4.642500e+04
2,10,100,4.642500e+04
2,10,1,1.762960e+10
2,10,2,9.682651e+07
2,10,3,9.682651e+07
2,10,5,4.064563e+07
2,10,10,3.520772e+07
2,10,20,3.520772e+07
2,10,30,3.435339e+07
2,10,40,3.435339e+07
2,10,50,3.435339e+07
2,10,60,3.435339e+07
2,10,70,3.435339e+07
2,10,80,3.435339e+07
2,10,90,3.278129e+07
2,10,100,3.205768e+07
2,10,1,7.695160e+10
2,10,2,5.674870e+08
2,10,3,1.303391e+06
2,10,5,1.303391e+06
2,10,10,1.140237e+06
2,10,20,9.937130e+05
2,10,30,3.585090e+05
2,10,40,2.227040e+05
2,10,50,2.227040e+05
2,10,60,2.227040e+05
2,10,70,6.751800e+04
2,10,80,6.751800e+04
2,10,90,6.751800e+04
2,10,100,3.564400e+04
2,10,1,6.296049e+10
2,10,2,7.032006e+07
2,10,3,2.933060e+07
2,10,5,8.184455e+06
2,10,10,2.630894e+06
2,10,20,1.331779e+06
2,10,30,4.979670e+05
2,10,40,1.736530e+05
2,10,50,1.736530e+05
2,10,60,1.736530e+05
2,10,70,1.736530e+05
2,10,80,1.736530e+05
2,10,90,1.736530e+05
2,10,100,1.432450e+05
2,10,1,3.584080e+10
2,10,2,4.855114e+08
2,10,3,3.805289e+08
2,10,5,4.153187e+07
2,10,10,3.747766e+07
2,10,20,1.496707e+07
2,10,30,2.129551e+06
2,10,40,2.129551e+06
2,10,50,1.843692e+06
2,10,60,1.339440e+05
2,10,70,1.339440e+05
2,10,80,1.339440e+05
2,10,90,1.339440e+05
2,10,100,5.280400e+04
2,10,1,8.422845e+09
2,10,2,6.122377e+07
2,10,3,2.145312e+07
2,10,5,7.152880e+06
2,10,10,1.826780e+06
2,10,20,8.065870e+05
2,10,30,8.003390e+05
2,10,40,8.003390e+05
2,10,50,8.003390e+05
2,10,60,7.091750e+05
2,10,70,7.091750e+05
2,10,80,7.091750e+05
2,10,90,7.091750e+05
2,10,100,7.091750e+05
2,10,1,9.955838e+09
2,10,2,5.117404e+08
2,10,3,4.804199e+07
2,10,5,2.045587e+07
2,10,10,1.686316e+07
2,10,20,1.323190e+05
2,10,30,3.937000e+03
2,10,40,3.937000e+03
2,10,50,3.937000e+03
2,10,60,3.937000e+03
2,10,70,3.937000e+03
2,10,80,3.937000e+03
2,10,90,3.937000e+03
2,10,100,3.937000e+03
2,10,1,4.095542e+10
2,10,2,1.457922e+10
2,10,3,1.179251e+09
2,10,5,4.920712e+06
2,10,10,1.607660e+05
2,10,20,1.262910e+05
2,10,30,1.262910e+05
2,10,40,6.600200e+04
2,10,50,3.033200e+04
2,10,60,3.033200e+04
2,10,70,3.033200e+04
2,10,80,3.033200e+04
2,10,90,3.033200e+04
2,10,100,3.033200e+04
2,10,1,9.613479e+09
2,10,2,1.453880e+09
2,10,3,4.269816e+07
2,10,5,5.170124e+06
2,10,10,2.254850e+05
2,10,20,4.894900e+04
2,10,30,4.894900e+04
2,10,40,4.894900e+04
2,10,50,4.894900e+04
2,10,60,4.894900e+04
2,10,70,4.894900e+04
2,10,80,4.631800e+04
2,10,90,4.631800e+04
2,10,100,3.959100e+04
