funcid,dim,milestone,error
14,10,1,4.215788e+03
14,10,2,4.215788e+03
14,10,3,1.844807e+03
14,10,5,6.973494e+02
14,10,10,6.973494e+02
14,10,20,5.447949e+02
14,10,30,1.521380e+02
14,10,40,1.469157e+02
14,10,50,1.469157e+02
14,10,60,1.469157e+02
14,10,70,1.469157e+02
14,10,80,9.229802e+01
14,10,90,9.229802e+01
14,10,100,9.229802e+01
14,10,1,1.532969e+04
14,10,2,1.043366e+04
14,10,3,1.043366e+04
14,10,5,5.825837e+03
14,10,10,1.465705e+03
14,10,20,8.894457e+01
14,10,30,8.894457e+01
14,10,40,8.894457e+01
14,10,50,8.894457e+01
14,10,60,8.894457e+01
14,10,70,8.894457e+01
14,10,80,8.894457e+01
14,10,90,8.894457e+01
14,10,100,8.894457e+01
14,10,1,1.535977e+04
14,10,2,8.202901e+02
14,10,3,8.202901e+02
14,10,5,8.202901e+02
14,10,10,5.802257e+02
14,10,20,5.038498e+02
14,10,30,3.821765e+02
14,10,40,2.002688e+02
14,10,50,1.683953e+02
14,10,60,1.636823e+02
14,10,70,9.293719e+01
14,10,80,9.293719e+01
14,10,90,9.293719e+01
14,10,100,9.293719e+01
14,10,1,3.918196e+03
14,10,2,3.918196e+03
14,10,3,2.079559e+03
14,10,5,1.943088e+03
14,10,10,1.693376e+03
14,10,20,1.356848e+03
14,10,30,2.368366e+02
14,10,40,1.331063e+02
14,10,50,1.331063e+02
14,10,60,1.331063e+02
14,10,70,1.331063e+02
14,10,80,1.331063e+02
14,10,90,1.331063e+02
14,10,100,1.331063e+02
14,10,1,1.549196e+04
14,10,2,8.723067e+03
14,10,3,7.484011e+03
14,10,5,5.675955e+03
14,10,10,3.498248e+03
14,10,20,2.314838e+03
14,10,30,8.523174e+02
14,10,40,1.733539e+02
14,10,50,1.217216e+02
14,10,60,1.217216e+02
14,10,70,1.217216e+02
14,10,80,8.761884e+01
14,10,90,8.761884e+01
14,10,100,8.761884e+01
14,10,1,1.751364e+03
14,10,2,1.751364e+03
14,10,3,9.277881e+01
14,10,5,9.277881e+01
14,10,10,9.277881e+01
14,10,20,9.277881e+01
14,10,30,9.277881e+01
14,10,40,9.277881e+01
14,10,50,9.277881e+01
14,10,60,9.277881e+01
14,10,70,9.277881e+01
14,10,80,9.277881e+01
14,10,90,9.277881e+01
14,10,100,9.277881e+01
14,10,1,1.275641e+04
14,10,2,3.145199e+03
14,10,3,2.224139e+03
14,10,5,9.158719e+02
14,10,10,2.481495e+02
14,10,20,2.481495e+02
14,10,30,2.481495e+02
14,10,40,1.723908e+02
14,10,50,1.723908e+02
14,10,60,1.624049e+02
14,10,70,1.624049e+02
14,10,80,1.624049e+02
14,10,90,1.624049e+02
14,10,100,1.624049e+02
14,10,1,2.459513e+03
14,10,2,2.459513e+03
14,10,3,9.956770e+02
14,10,5,9.956770e+02
14,10,10,3.876771e+02
14,10,20,1.159335e+02
14,10,30,1.159335e+02
14,10,40,1.159335e+02
14,10,50,1.125547e+02
14,10,60,1.125547e+02
14,10,70,1.125547e+02
14,10,80,1.125547e+02
14,10,90,8.323042e+01
14,10,100,8.323042e+01
14,10,1,9.461836e+03
14,10,2,3.868283e+03
14,10,3,8.577076e+02
14,10,5,8.577076e+02
14,10,10,1.781891e+02
14,10,20,1.781891e+02
14,10,30,1.611013e+02
14,10,40,1.611013e+02
14,10,50,1.258481e+02
14,10,60,1.258481e+02
14,10,70,1.258481e+02
14,10,80,1.258481e+02
14,10,90,1.258481e+02
14,10,100,1.258481e+02
14,10,1,1.444556e+04
14,10,2,3.718533e+03
14,10,3,2.680525e+03
14,10,5,1.198930e+03
14,10,10,4.906007e+02
14,10,20,1.757847e+02
14,10,30,1.757847e+02
14,10,40,1.329999e+02
14,10,50,1.025422e+02
14,10,60,1.025422e+02
14,10,70,1.025422e+02
14,10,80,1.025422e+02
14,10,90,1.025422e+02
14,10,100,1.025422e+02
